factor,mean_ic,ic_std,icir,positive_pct,abs_ic,fold
rsi_14,0.0676383399209486,0.34947260059796453,0.1935440426666243,57.608695652173914,0.0676383399209486,11
return_10d,0.05970026350461133,0.38308308505064015,0.15584155457221371,56.52173913043478,0.05970026350461133,11
momentum_10,0.05970026350461133,0.38308308505064015,0.15584155457221371,56.52173913043478,0.05970026350461133,11
volatility_60,0.04433465085638998,0.37554757496632085,0.11805335411995649,54.891304347826086,0.04433465085638998,11
volatility_20,0.043000658761528324,0.3749156581304436,0.11469421943045974,53.2608695652174,0.043000658761528324,11
volatility_10,0.042901844532279305,0.3738912314980817,0.11474418472020097,53.39673913043478,0.042901844532279305,11
beta_60,0.03306982872200262,0.37562845539538375,0.08803866759027497,53.2608695652174,0.03306982872200262,11
return_5d,0.03274044795783926,0.36968466555770696,0.08856317561467408,54.75543478260869,0.03274044795783926,11
momentum_5,0.03274044795783926,0.36968466555770696,0.08856317561467408,54.75543478260869,0.03274044795783926,11
return_1d,0.011067193675889327,0.39412777882339545,0.02808021730650054,52.71739130434783,0.011067193675889327,11
relative_strength_1d,0.011067193675889327,0.39412777882339545,0.02808021730650054,52.71739130434783,0.011067193675889327,11
macd_hist,-0.008020421607378134,0.3436031237715849,-0.023342109115136636,48.09782608695652,0.008020421607378134,11
volume_ratio_20,0.006258234519104085,0.34562984680035136,0.018106753733913128,49.72826086956522,0.006258234519104085,11
volume_change,-0.004594861660079052,0.35714350088442265,-0.012865589458300188,50.95108695652174,0.004594861660079052,11
return_60d,0.16004611330698285,0.40864857507340535,0.39164730545856874,64.80978260869566,0.16004611330698285,12
price_ma50_ratio,0.13069828722002633,0.3963901295625003,0.3297213464025437,61.684782608695656,0.13069828722002633,12
return_20d,0.09957180500658759,0.3809371849315348,0.2613864147299862,60.05434782608695,0.09957180500658759,12
relative_strength_20d,0.09957180500658759,0.3809371849315348,0.2613864147299862,60.05434782608695,0.09957180500658759,12
momentum_20,0.09957180500658759,0.3809371849315348,0.2613864147299862,60.05434782608695,0.09957180500658759,12
price_ma200_ratio,0.0973155467720685,0.42800379878709555,0.22737075476397053,58.559782608695656,0.0973155467720685,12
